N,replica,sweep,phi,surplus,pieces,largest_frac,baby_frac,cube_frac,lx,ly,lam,cap,g
100,1,180,1.27,1.23,3,0.68,0.32,0.32,10,10,0.0,none,0.0
100,1,190,1.28,1.26,3,0.68,0.32,0.32,10,10,0.0,none,0.0
100,1,200,1.28,1.26,3,0.68,0.32,0.32,10,10,0.0,none,0.0
100,1,210,1.32,1.39,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,1,220,1.32,1.37,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,1,230,1.32,1.37,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,1,240,1.32,1.39,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,1,250,1.32,1.37,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,1,260,1.32,1.37,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,1,270,1.32,1.37,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,1,280,1.32,1.39,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,1,290,1.32,1.39,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,1,300,1.35,1.46,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,1,310,1.35,1.46,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,1,320,1.35,1.46,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,1,330,1.35,1.46,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,1,340,1.35,1.46,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,1,350,1.35,1.46,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,1,360,1.35,1.46,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,1,370,1.35,1.46,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,1,380,1.35,1.46,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,1,390,1.35,1.46,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,1,400,1.35,1.46,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,1,410,1.35,1.46,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,1,420,1.35,1.46,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,1,430,1.35,1.46,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,1,440,1.35,1.46,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,1,450,1.35,1.46,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,1,460,1.35,1.46,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,1,470,1.35,1.46,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,1,480,1.35,1.46,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,1,490,1.35,1.46,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,1,500,1.35,1.46,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,1,510,1.36,1.5,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,1,520,1.36,1.5,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,1,530,1.36,1.5,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,1,540,1.36,1.5,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,1,550,1.36,1.5,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,1,560,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,570,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,580,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,590,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,600,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,610,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,620,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,630,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,640,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,650,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,660,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,670,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,680,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,690,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,700,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,710,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,720,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,730,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,740,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,750,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,760,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,770,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,780,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,790,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,800,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,810,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,820,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,830,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,840,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,850,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,860,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,870,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,880,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,890,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,900,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,910,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,920,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,930,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,940,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,950,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,960,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,970,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,980,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,990,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,1,1000,1.41,1.64,5,0.36,0.64,0.64,10,10,0.0,none,0.0
100,2,10,0.72,0.1,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,2,20,0.78,0.2,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,2,30,0.86,0.36,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,2,40,0.88,0.4,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,2,50,0.92,0.45,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,2,60,0.97,0.48,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,2,70,0.99,0.56,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,2,80,1.03,0.69,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,2,90,1.06,0.7,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,2,100,1.13,0.86,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,2,110,1.15,0.89,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,2,120,1.15,0.9,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,2,130,1.15,0.91,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,2,140,1.18,1.0,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,2,150,1.2,1.03,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,2,160,1.2,1.03,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,2,170,1.2,1.03,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,2,180,1.2,1.03,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,2,190,1.21,1.05,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,2,200,1.22,1.06,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,2,210,1.22,1.08,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,2,220,1.26,1.22,2,0.84,0.16,0.16,10,10,0.0,none,0.0
100,2,230,1.27,1.26,2,0.84,0.16,0.16,10,10,0.0,none,0.0
100,2,240,1.3,1.36,3,0.68,0.32,0.32,10,10,0.0,none,0.0
100,2,250,1.3,1.36,3,0.68,0.32,0.32,10,10,0.0,none,0.0
100,2,260,1.34,1.48,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,2,270,1.34,1.46,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,2,280,1.34,1.46,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,2,290,1.34,1.48,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,2,300,1.34,1.45,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,2,310,1.35,1.49,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,2,320,1.35,1.5,4,0.52,0.48,0.48,10,10,0.0,none,0.0
100,2,330,1.38,1.62,5,0.38,0.62,0.48,10,10,0.0,none,0.0
100,2,340,1.38,1.59,5,0.38,0.62,0.48,10,10,0.0,none,0.0
100,2,350,1.38,1.59,5,0.38,0.62,0.48,10,10,0.0,none,0.0
100,2,360,1.38,1.6,5,0.38,0.62,0.48,10,10,0.0,none,0.0
100,2,370,1.38,1.6,5,0.38,0.62,0.48,10,10,0.0,none,0.0
100,2,380,1.38,1.6,5,0.38,0.62,0.48,10,10,0.0,none,0.0
100,2,390,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,400,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,410,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,420,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,430,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,440,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,450,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,460,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,470,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,480,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,490,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,500,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,510,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,520,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,530,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,540,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,550,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,560,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,570,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,580,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,590,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,600,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,610,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,620,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,630,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,640,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,650,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,660,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,670,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,680,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,690,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,700,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,710,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,720,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,730,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,740,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,750,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,760,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,770,1.42,1.68,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,780,1.42,1.68,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,790,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,800,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,810,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,820,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,830,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,840,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,850,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,860,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,870,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,880,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,890,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,900,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,910,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,920,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,930,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,940,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,950,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,960,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,970,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,980,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,990,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,2,1000,1.42,1.72,6,0.22,0.78,0.64,10,10,0.0,none,0.0
100,3,10,0.73,0.19,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,3,20,0.84,0.25,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,3,30,0.91,0.34,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,3,40,0.94,0.44,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,3,50,0.96,0.46,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,3,60,0.96,0.45,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,3,70,0.98,0.52,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,3,80,0.99,0.54,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,3,90,1.05,0.66,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,3,100,1.05,0.66,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,3,110,1.06,0.7,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,3,120,1.07,0.72,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,3,130,1.07,0.7,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,3,140,1.09,0.76,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,3,150,1.13,0.86,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,3,160,1.15,0.88,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,3,170,1.16,0.93,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,3,180,1.16,0.93,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,3,190,1.17,0.99,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,3,200,1.17,1.01,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,3,210,1.17,1.02,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,3,220,1.18,1.07,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,3,230,1.19,1.09,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,3,240,1.21,1.12,1,1.0,0.0,0.0,10,10,0.0,none,0.0
100,3,250,1.24,1.22,2,0.84,0.16,0.16,10,10,0.0,none,0.0
100,3,260,1.32,1.42,4,0.56,0.44,0.16,10,10,0.0,none,0.0
100,3,270,1.32,1.43,4,0.56,0.44,0.16,10,10,0.0,none,0.0
100,3,280,1.35,1.5,4,0.56,0.44,0.16,10,10,0.0,none,0.0
100,3,290,1.35,1.5,4,0.56,0.44,0.16,10,10,0.0,none,0.0
100,3,300,1.35,1.5,4,0.56,0.44,0.16,10,10,0.0,none,0.0
