N,replica,leg,g,phi,phi_sd,chi,acceptance,phi_err,chi_err,tau_int,lx,ly,lam,cap,surplus,pieces,largest_frac,baby_frac,cube_frac
484,0,heat,4.596,0.4571351239669421,0.01845849642468823,0.16490658768595043,0.12532878276730372,0.0007127467595682545,0.008406280613835644,9.286927696121245,22,22,1.0,none,0.012569421487603306,1.0,1.0,0.0,0.0
484,0,heat,4.848,0.4267396694214876,0.019089168912854344,0.1763678429752066,0.1520275778021694,0.0007212882223787716,0.006979046133584845,6.5596862863178265,22,22,1.0,none,0.010104545454545455,1.0,1.0,0.0,0.0
484,0,heat,5.113,0.3970221074380166,0.019229989869297043,0.1789795750206612,0.1816405241154442,0.0007342172027579872,0.006084037520888004,5.767612380552831,22,22,1.0,none,0.007772107438016529,1.0,1.0,0.0,0.0
484,0,heat,5.393,0.369102479338843,0.018661428857026506,0.16855248066115705,0.21376085517820248,0.000459061898403482,0.0038347072714497365,4.156148684002591,22,22,1.0,none,0.0061444214876033056,1.0,1.0,0.0,0.0
484,0,heat,5.688,0.3418371900826447,0.019095874653857762,0.17649177553719012,0.24915277150051654,0.0005645647413578421,0.005297179846191109,3.9317851273296323,22,22,1.0,none,0.004762603305785124,1.0,1.0,0.0,0.0
484,0,heat,6.0,0.3164913223140496,0.01870565684708057,0.16935237347107437,0.2857361344266529,0.00043604514173409655,0.005433731209616154,2.9251863873032926,22,22,1.0,none,0.003727685950413223,1.0,1.0,0.0,0.0
484,0,heat,6.329,0.29301404958677685,0.018356059185394444,0.1630813358677686,0.32230053105630163,0.0003790337722426299,0.00440223609286753,2.3017915600230965,22,22,1.0,none,0.002924586776859504,1.0,1.0,0.0,0.0
484,0,heat,6.675,0.2723086776859504,0.017963750652664354,0.1561850273553719,0.35808488830061985,0.0003258481063803049,0.002938214269617435,1.9389784943426958,22,22,1.0,none,0.0023299586776859504,1.0,1.0,0.0,0.0
484,0,heat,7.041,0.25272892561983473,0.018047622649165197,0.15764687471074373,0.39432211631585745,0.0003404131517867652,0.0032177568414639155,1.8660142631279468,22,22,1.0,none,0.0018454545454545455,1.0,1.0,0.0,0.0
484,0,heat,7.426,0.23401446280991736,0.017738157550412206,0.15228684090909084,0.43143128954674587,0.0003237932155149274,0.0021931244983100567,1.6205961759160066,22,22,1.0,none,0.001468801652892562,1.0,1.0,0.0,0.0
484,0,heat,7.833,0.21885247933884297,0.01709949046337229,0.1415180058677686,0.46333996481146694,0.00021622230914349985,0.002778080453747118,1.346667640483711,22,22,1.0,none,0.0011993801652892561,1.0,1.0,0.0,0.0
484,0,heat,8.262,0.20341797520661156,0.016770485841723883,0.13612461055785122,0.497520560272469,0.0002310044004363728,0.00226425299086615,1.1135922744439821,22,22,1.0,none,0.0009741735537190082,1.0,1.0,0.0,0.0
484,0,heat,8.715,0.18956487603305783,0.01642708809384511,0.13060702404958677,0.5292343265754132,0.0001997071537657438,0.0019439674447707573,1.018219523550369,22,22,1.0,none,0.0007636363636363636,1.0,1.0,0.0,0.0
484,0,heat,9.192,0.17729690082644628,0.016246534402402573,0.12775174196280994,0.5586313799393079,0.0001794746716170055,0.0013953215088665857,0.9582644802364995,22,22,1.0,none,0.0006365702479338843,1.0,1.0,0.0,0.0
484,0,heat,9.695,0.1659309917355372,0.015805221677419958,0.1209056356198347,0.58740234375,0.00024399538385468393,0.002101488893613663,0.9018440258068573,22,22,1.0,none,0.0005074380165289256,1.0,1.0,0.0,0.0
484,0,heat,10.226,0.15581095041322315,0.015658205274450936,0.11866682592975206,0.613476058077221,0.00015652945565888454,0.0018952347525097672,0.7795460894452758,22,22,1.0,none,0.00044607438016528925,1.0,1.0,0.0,0.0
484,0,heat,10.786,0.14652809917355372,0.015114697041691352,0.11057176826446283,0.6383223100142046,0.00015510221769712807,0.001283125009485068,0.7402820784220367,22,22,1.0,none,0.00037231404958677685,1.0,1.0,0.0,0.0
484,0,heat,11.377,0.13781962809917356,0.014948757313590095,0.10815722708677686,0.6619930551071798,0.00015749475966826126,0.002309076979546091,0.7366060754041344,22,22,1.0,none,0.00030826446280991733,1.0,1.0,0.0,0.0
484,0,heat,12.0,0.1305477272727273,0.01442616934680667,0.10072735121900826,0.6828720218879132,0.00016651635324596068,0.0012132107819214904,0.6832275214099758,22,22,1.0,none,0.0002754132231404959,1.0,1.0,0.0,0.0
484,1,cool,12.0,0.1308103305785124,0.014322538655943191,0.09928539495867769,0.6827441002711777,0.00016658789953596546,0.0014066548006919973,0.6883054772584903,22,22,1.0,none,0.0002636363636363636,1.0,1.0,0.0,0.0
484,1,cool,11.377,0.1384460743801653,0.015018918582915545,0.10917487105371901,0.6611210090069731,0.00018878688710621588,0.0016840849508211,0.754598405769896,22,22,1.0,none,0.00031446280991735535,1.0,1.0,0.0,0.0
484,1,cool,10.786,0.1469869834710744,0.015084373996576332,0.1101285560123967,0.6372864273954029,0.00017156503144737543,0.0015928043242998265,0.7807958517355484,22,22,1.0,none,0.000378099173553719,1.0,1.0,0.0,0.0
