N,replica,leg,g,phi,phi_sd,chi,acceptance,phi_err,chi_err,tau_int,lx,ly,lam,cap,surplus,pieces,largest_frac,baby_frac,cube_frac,swap_rate,round_trips
64,0,temper,2.0,0.980619140625,0.013650607202459883,0.011925700927734375,0.000917187500000056,0.0005859134341641112,0.0008649139867897548,3.175017324871551,16,4,1.25,none,0.030613671875,1.202375,0.93378125,0.0,0.0,0.8281666666666667,9
64,0,temper,1.85,0.98301015625,0.013679863536667166,0.011976874648437498,0.0009080729166667155,0.000656894844098819,0.000775601996672224,3.530505893924481,16,4,1.25,none,0.030623046875,1.273975,0.90854453125,0.0,0.0,0.7916666666666666,9
64,0,temper,1.7,0.9863828125,0.013361775643223611,0.01142637109375,0.0009613281250000461,0.0009052733930821885,0.000789643454008163,6.7089221843246145,16,4,1.25,none,0.0309671875,1.39345,0.86583984375,0.0,0.0,0.756,9
64,0,temper,1.55,0.989658984375,0.012259031561582702,0.009618166708984374,0.0009451822916667072,0.0010599259543943775,0.0008681028012318936,27.99383337147364,16,4,1.25,none,0.02894609375,1.51105,0.8194609375,0.0,0.0,0.6541666666666667,9
64,0,temper,1.4,0.992304296875,0.01005835177955316,0.006474908193359374,0.0007095052083333498,0.0012770117650717666,0.0006347447224932457,2727.543846995254,16,4,1.25,none,0.01881953125,1.5921,0.7614609375,0.0,0.0,,9
64,1,temper,8.0,0.621792578125,0.05017422568840895,0.16111698709960937,0.14167252604166686,0.0004284550000379221,0.0014924565245179177,1.6806170719562916,16,4,1.25,none,0.048331640625,1.0,1.0,0.0,0.0,0.36766666666666664,8
64,1,temper,6.5,0.68531484375,0.04718877268953216,0.1425139371484375,0.0881717447916666,0.0006888992850966792,0.0015027745267383694,2.758235310221692,16,4,1.25,none,0.0657109375,1.0,1.0,0.0,0.0,0.3605,8
64,1,temper,5.4,0.74472265625,0.045403262917650934,0.1319332021484375,0.05221380208333343,0.0005584971366974213,0.001873248689607576,4.783346130259184,16,4,1.25,none,0.084253125,1.0,1.0,0.0,0.0,0.31083333333333335,8
64,1,temper,4.5,0.80226875,0.04176111776558729,0.11161542125000001,0.027993489583333264,0.0009943731182374725,0.0021476105346405336,8.664128547061436,16,4,1.25,none,0.102847265625,1.0,1.0,0.0,0.0,0.3001666666666667,8
64,1,temper,3.8,0.85905546875,0.038471725735015755,0.09472471558593751,0.013751302083333413,0.0012095669398961924,0.002385919677672759,18.34771270106376,16,4,1.25,none,0.117041015625,1.0,1.0,0.0,0.0,0.3556666666666667,8
64,1,temper,3.3,0.901537890625,0.034724703863980785,0.07717152374023438,0.006959244791666676,0.00203657021822634,0.0029034962233391447,42.89214675895548,16,4,1.25,none,0.11454765625,1.001,0.99971640625,0.0,0.0,0.3335,8
64,1,temper,2.9,0.938999609375,0.030145981895715174,0.058161934365234376,0.0032951822916665184,0.0024215270785297033,0.0032983168304828994,118.33392896069837,16,4,1.25,none,0.09728046875,1.0167,0.9948171875,0.0,0.0,0.411,8
64,1,temper,2.6,0.962528125,0.023297167167852725,0.034736511874999994,0.0016815104166666508,0.0019800059969144984,0.0034380328909466343,163.7946816317239,16,4,1.25,none,0.070812109375,1.054525,0.9836453125,0.0,0.0,0.5631666666666667,8
64,1,temper,2.35,0.974784765625,0.016501991840704968,0.017428207021484374,0.0010734375000000741,0.0010556499983452607,0.001728277538207184,12.167543415273657,16,4,1.25,none,0.04478828125,1.0966,0.971353125,0.0,0.0,0.7765,8
64,1,temper,2.15,0.978241015625,0.013867219360658822,0.012307185458984377,0.0009018229166667259,0.0006328419467955826,0.000879366557717412,5.4801315114717495,16,4,1.25,none,0.0347546875,1.110075,0.9665375,0.0,0.0,0.8573333333333333,8
64,1,temper,2.0,0.980413671875,0.013358233452461407,0.011420313662109376,0.0008139322916667108,0.0006126876042106549,0.0007630488369248535,3.853795286772918,16,4,1.25,none,0.033083203125,1.130375,0.95872265625,0.0,0.0,0.8663333333333333,8
64,1,temper,1.85,0.98285,0.013443169588819075,0.01156600375,0.0007233072916667004,0.0006937721502283699,0.0007477132130689094,3.983953980142037,16,4,1.25,none,0.034408984375,1.160775,0.94740078125,0.0,0.0,0.8146666666666667,8
64,1,temper,1.7,0.98670859375,0.013668924480732232,0.0119577277734375,0.000614713541666684,0.0007682103892876449,0.0006354761320583077,4.97270667525584,16,4,1.25,none,0.03791328125,1.219175,0.92440625,0.0,0.0,0.7533333333333333,8
64,1,temper,1.55,0.992230859375,0.012287672257016363,0.009663160927734372,0.00045885416666666817,0.0006928410984702702,0.0005602104016798553,6.354667666745799,16,4,1.25,none,0.042684765625,1.3224,0.8834140625,0.0,0.0,0.7556666666666667,8
64,1,temper,1.4,0.99691171875,0.008604885931239788,0.004738819960937501,0.0002878906249999936,0.0003800175143572529,0.0004497275636319188,6.975433726118691,16,4,1.25,none,0.045810546875,1.4355,0.8388359375,0.0,0.0,,8
