N,lam,class_id,squares,surplus,pieces,in_babies,H,above_ground,way_out,is_dip
18,1.35,15,21,13,1,0,22.200000000000003,22.200000000000003,-5.3999999999999915,False
18,1.35,16,19,8,1,0,27.200000000000003,27.200000000000003,-5.600000000000001,False
18,1.35,17,21,12,1,0,16.80000000000001,16.80000000000001,4.999999999999993,True
18,1.35,18,20,11,1,0,27.400000000000006,27.400000000000006,-10.599999999999994,False
18,1.35,19,20,12,1,0,32.80000000000001,32.80000000000001,-5.400000000000006,False
18,1.35,20,22,16,1,0,22.400000000000006,22.400000000000006,-0.20000000000000284,False
18,1.35,21,20,12,1,0,32.80000000000001,32.80000000000001,-10.400000000000006,False
18,1.35,22,18,8,1,0,43.2,43.2,-21.6,False
18,1.35,23,18,9,1,0,48.6,48.6,-16.0,False
18,1.35,24,18,4,1,0,21.6,21.6,-21.6,False
18,1.35,25,18,0,1,0,0.0,0.0,0.0,False
18,1.4,0,18,0,1,0,0.0,0.0,0.0,False
18,1.4,1,18,0,1,0,0.0,0.0,0.0,False
18,1.4,2,18,4,1,0,22.4,22.4,-22.4,False
18,1.4,3,18,2,1,0,11.2,11.2,-11.2,False
18,1.4,4,18,6,1,0,33.599999999999994,33.599999999999994,-11.199999999999996,False
18,1.4,5,19,8,1,0,28.799999999999997,28.799999999999997,-17.599999999999998,False
18,1.4,6,19,10,1,0,40.0,40.0,-16.800000000000004,False
18,1.4,7,19,7,1,0,23.199999999999996,23.199999999999996,-4.000000000000007,False
18,1.4,8,20,11,1,0,29.599999999999994,29.599999999999994,-5.599999999999994,False
18,1.4,9,20,10,1,0,24.0,24.0,-4.800000000000011,False
18,1.4,10,20,10,1,0,24.0,24.0,-4.800000000000011,False
18,1.4,11,19,9,1,0,34.4,34.4,-12.0,False
18,1.4,12,20,10,1,0,24.0,24.0,-4.800000000000011,False
18,1.4,13,19,9,1,0,34.4,34.4,-11.200000000000003,False
18,1.4,14,21,14,1,0,30.39999999999999,30.39999999999999,-11.200000000000003,False
18,1.4,15,21,13,1,0,24.799999999999997,24.799999999999997,-5.6000000000000085,False
18,1.4,16,19,8,1,0,28.799999999999997,28.799999999999997,-6.399999999999999,False
18,1.4,17,21,12,1,0,19.19999999999999,19.19999999999999,4.000000000000007,True
18,1.4,18,20,11,1,0,29.599999999999994,29.599999999999994,-10.400000000000006,False
18,1.4,19,20,12,1,0,35.19999999999999,35.19999999999999,-5.599999999999994,False
18,1.4,20,22,16,1,0,25.599999999999994,25.599999999999994,-0.7999999999999972,False
18,1.4,21,20,12,1,0,35.19999999999999,35.19999999999999,-9.599999999999994,False
18,1.4,22,18,8,1,0,44.8,44.8,-22.4,False
18,1.4,23,18,9,1,0,50.4,50.4,-16.0,False
18,1.4,24,18,4,1,0,22.4,22.4,-22.4,False
18,1.4,25,18,0,1,0,0.0,0.0,0.0,False
18,1.45,0,18,0,1,0,0.0,0.0,0.0,False
18,1.45,1,18,0,1,0,0.0,0.0,0.0,False
18,1.45,2,18,4,1,0,23.2,23.2,-23.2,False
18,1.45,3,18,2,1,0,11.6,11.6,-11.6,False
18,1.45,4,18,6,1,0,34.8,34.8,-11.599999999999998,False
18,1.45,5,19,8,1,0,30.4,30.4,-18.799999999999997,False
18,1.45,6,19,10,1,0,42.0,42.0,-17.4,False
18,1.45,7,19,7,1,0,24.6,24.6,-3.000000000000007,False
18,1.45,8,20,11,1,0,31.799999999999997,31.799999999999997,-5.799999999999997,False
18,1.45,9,20,10,1,0,26.0,26.0,-4.400000000000006,False
18,1.45,10,20,10,1,0,26.0,26.0,-4.400000000000006,False
18,1.45,11,19,9,1,0,36.199999999999996,36.199999999999996,-12.999999999999996,False
18,1.45,12,20,10,1,0,26.0,26.0,-4.400000000000006,False
18,1.45,13,19,9,1,0,36.199999999999996,36.199999999999996,-11.599999999999994,False
18,1.45,14,21,14,1,0,33.2,33.2,-11.600000000000009,False
18,1.45,15,21,13,1,0,27.39999999999999,27.39999999999999,-5.799999999999997,False
18,1.45,16,19,8,1,0,30.4,30.4,-7.199999999999999,False
18,1.45,17,21,12,1,0,21.599999999999994,21.599999999999994,3.000000000000007,True
18,1.45,18,20,11,1,0,31.799999999999997,31.799999999999997,-10.200000000000003,False
18,1.45,19,20,12,1,0,37.599999999999994,37.599999999999994,-5.799999999999997,False
18,1.45,20,22,16,1,0,28.799999999999997,28.799999999999997,-1.4000000000000057,False
18,1.45,21,20,12,1,0,37.599999999999994,37.599999999999994,-8.799999999999997,False
18,1.45,22,18,8,1,0,46.4,46.4,-23.2,False
18,1.45,23,18,9,1,0,52.199999999999996,52.199999999999996,-16.0,False
18,1.45,24,18,4,1,0,23.2,23.2,-23.2,False
18,1.45,25,18,0,1,0,0.0,0.0,0.0,False
