source,N,n_loops,n_cubes,eigenvalue,multiplicity,loc_loops,loc_each_loop,loc_loops_collar,loc_cube,random_max_here,pr_best
n192b_adj/N192_rep20,192,2,0,3.732050808,1,0.083333,0.041667|0.041667,0.208333,,0.065104,128.000
n192b_adj/N192_rep20,192,2,0,3.738947616,2,0.083333,0.041667|0.041667,0.086173,,0.085674,65.605
n192b_adj/N192_rep20,192,2,0,3.803309296,2,0.000000,0.000000|0.000000,0.104902,,0.073298,85.333
n192b_adj/N192_rep20,192,2,0,3.827506882,2,0.000000,0.000000|0.000000,0.061765,,0.082312,85.333
n192b_adj/N192_rep20,192,2,0,3.847759065,1,0.083333,0.041667|0.041667,0.225592,,0.065289,128.000
n192b_adj/N192_rep20,192,2,0,3.931851653,1,0.083333,0.041667|0.041667,0.238835,,0.062313,128.000
n192b_adj/N192_rep20,192,2,0,3.982889723,1,0.083333,0.041667|0.041667,0.247160,,0.055338,128.000
n192b_adj/N192_rep20,192,2,0,4,8,0.083333,0.041667|0.041667,0.125000,,0.233815,48.022
n192b_adj/N192_rep20,192,2,0,4.017110277,1,0.083333,0.041667|0.041667,0.247160,,0.055338,128.000
n192b_adj/N192_rep20,192,2,0,4.068148347,1,0.083333,0.041667|0.041667,0.238835,,0.062313,128.000
n192b_adj/N192_rep20,192,2,0,4.152240935,1,0.083333,0.041667|0.041667,0.225592,,0.065289,128.000
n192b_adj/N192_rep20,192,2,0,4.172493118,2,0.000000,0.000000|0.000000,0.061765,,0.082312,85.333
n192b_adj/N192_rep20,192,2,0,4.196690704,2,0.000000,0.000000|0.000000,0.104902,,0.073298,85.333
n192b_adj/N192_rep20,192,2,0,4.261052384,2,0.083333,0.041667|0.041667,0.086173,,0.085674,119.567
n192b_adj/N192_rep20,192,2,0,4.267949192,1,0.083333,0.041667|0.041667,0.208333,,0.065104,128.000
n192b_adj/N192_rep20,192,2,0,4.317837245,2,0.000000,0.000000|0.000000,0.041667,,0.078854,85.333
n192b_adj/N192_rep20,192,2,0,4.413293319,1,0.083333,0.041667|0.041667,0.188235,,0.055681,128.000
n192b_adj/N192_rep20,192,2,0,4.414213562,2,0.000000,0.000000|0.000000,0.125000,,0.082856,85.333
n192b_adj/N192_rep20,192,2,0,4.433545503,2,0.000000,0.000000|0.000000,0.024408,,0.088674,85.333
n192b_adj/N192_rep20,192,2,0,4.51763809,4,0.083333,0.041667|0.041667,0.094498,,0.107659,126.445
n192b_adj/N192_rep20,192,2,0,4.56867616,2,0.000000,0.000000|0.000000,0.002840,,0.085991,85.333
n192b_adj/N192_rep20,192,2,0,4.585786438,1,0.083333,0.041667|0.041667,0.166667,,0.062500,128.000
n192b_adj/N192_rep20,192,2,0,4.648846698,2,0.000000,0.000000|0.000000,0.142259,,0.088329,85.333
n192b_adj/N192_rep20,192,2,0,4.765366865,2,0.083333,0.041667|0.041667,0.107741,,0.072917,64.596
n192b_adj/N192_rep20,192,2,0,4.782477142,1,0.083333,0.041667|0.041667,0.145098,,0.059021,128.000
n192b_adj/N192_rep20,192,2,0,4.896575472,2,0.000000,0.000000|0.000000,0.155502,,0.081580,85.333
n192b_adj/N192_rep20,192,2,0,5,3,0.083333,0.041667|0.041667,0.125000,,0.108485,85.842
n192b_adj/N192_rep20,192,2,0,5.153161178,2,0.000000,0.000000|0.000000,0.163827,,0.075622,85.333
n192b_adj/N192_rep20,192,2,0,5.217522858,2,0.083333,0.041667|0.041667,0.145098,,0.085674,68.462
n192b_adj/N192_rep20,192,2,0,5.234633135,1,0.083333,0.041667|0.041667,0.107741,,0.052715,128.000
n192b_adj/N192_rep20,192,2,0,5.414213562,4,0.083333,0.041667|0.041667,0.166667,,0.113638,87.049
n192b_adj/N192_rep20,192,2,0,5.48236191,1,0.083333,0.041667|0.041667,0.094498,,0.072730,128.000
n192b_adj/N192_rep20,192,2,0,5.586706681,2,0.083333,0.041667|0.041667,0.188235,,0.074217,64.917
n192b_adj/N192_rep20,192,2,0,5.675265947,2,0.000000,0.000000|0.000000,0.163827,,0.075622,85.333
n192b_adj/N192_rep20,192,2,0,5.732050808,2,0.083333,0.041667|0.041667,0.208333,,0.093750,64.029
n192b_adj/N192_rep20,192,2,0,5.738947616,1,0.083333,0.041667|0.041667,0.086173,,0.057942,128.000
n192b_adj/N192_rep20,192,2,0,5.847759065,2,0.083333,0.041667|0.041667,0.225592,,0.077231,92.402
n192b_adj/N192_rep20,192,2,0,5.931851653,4,0.083333,0.041667|0.041667,0.238835,,0.092057,71.828
n192b_adj/N192_rep20,192,2,0,5.982889723,2,0.083333,0.041667|0.041667,0.247160,,0.084279,64.512
n192b_adj/N192_rep20,192,2,0,6,3,0.083333,0.041667|0.041667,0.125000,,0.120051,96.000
n192b_adj/N192_rep20,192,2,0,6.179580427,2,0.000000,0.000000|0.000000,0.142259,,0.088329,85.333
n192b_adj/N192_rep20,192,2,0,6.261052384,1,0.083333,0.041667|0.041667,0.086173,,0.057942,128.000
n192b_adj/N192_rep20,192,2,0,6.414213562,2,0.000000,0.000000|0.000000,0.125000,,0.082856,85.333
n192b_adj/N192_rep20,192,2,0,6.51763809,1,0.083333,0.041667|0.041667,0.094498,,0.072730,128.000
n192b_adj/N192_rep20,192,2,0,6.63173642,2,0.000000,0.000000|0.000000,0.104902,,0.073298,85.333
n192b_adj/N192_rep20,192,2,0,6.765366865,1,0.083333,0.041667|0.041667,0.107741,,0.052715,128.000
n192b_adj/N192_rep20,192,2,0,6.828427125,2,0.000000,0.000000|0.000000,0.083333,,0.093750,85.333
n192b_adj/N192_rep20,192,2,0,7,1,0.083333,0.041667|0.041667,0.125000,,0.059896,128.000
n192b_adj/N192_rep20,192,2,0,7.000920243,2,0.000000,0.000000|0.000000,0.061765,,0.082312,85.333
n192b_adj/N192_rep20,192,2,0,7.14626437,2,0.000000,0.000000|0.000000,0.041667,,0.078854,85.333
n192b_adj/N192_rep20,192,2,0,7.217522858,1,0.083333,0.041667|0.041667,0.145098,,0.059021,128.000
n192b_adj/N192_rep20,192,2,0,7.261972627,2,0.000000,0.000000|0.000000,0.024408,,0.088674,85.333
n192b_adj/N192_rep20,192,2,0,7.346065215,2,0.000000,0.000000|0.000000,0.011165,,0.081058,85.333
n192b_adj/N192_rep20,192,2,0,7.397103285,2,0.000000,0.000000|0.000000,0.002840,,0.085991,85.333
n192b_adj/N192_rep20,192,2,0,7.414213562,1,0.083333,0.041667|0.041667,0.166667,,0.062500,128.000
n192b_adj/N192_rep20,192,2,0,7.586706681,1,0.083333,0.041667|0.041667,0.188235,,0.055681,128.000
n192b_adj/N192_rep20,192,2,0,7.732050808,1,0.083333,0.041667|0.041667,0.208333,,0.065104,128.000
n192b_adj/N192_rep20,192,2,0,7.847759065,1,0.083333,0.041667|0.041667,0.225592,,0.065289,128.000
n192b_adj/N192_rep20,192,2,0,7.931851653,1,0.083333,0.041667|0.041667,0.238835,,0.062313,128.000
n192b_adj/N192_rep20,192,2,0,7.982889723,1,0.083333,0.041667|0.041667,0.247160,,0.055338,128.000
n192b_adj/N192_rep20,192,2,0,8,1,0.041667,0.020833|0.020833,0.125000,,0.041667,192.000
n192b_adj/N192_rep22,192,1,0,0.02112937771,1,0.044652,0.044652,0.132079,,0.027539,126.124
n192b_adj/N192_rep22,192,1,0,0.02763433668,1,0.000000,0.000000,0.000014,,0.034743,112.657
n192b_adj/N192_rep22,192,1,0,0.08191524661,1,0.049473,0.049473,0.140480,,0.037388,125.931
n192b_adj/N192_rep22,192,1,0,0.1098987513,1,0.000000,0.000000,0.000073,,0.030292,112.891
n192b_adj/N192_rep22,192,1,0,0.1799197847,1,0.047982,0.047982,0.127456,,0.036013,128.521
n192b_adj/N192_rep22,192,1,0,0.2446587807,1,0.000000,0.000000,0.000271,,0.035208,113.456
n192b_adj/N192_rep22,192,1,0,0.3181878186,1,0.042819,0.042819,0.103376,,0.033783,127.912
n192b_adj/N192_rep22,192,1,0,0.4273204135,1,0.000000,0.000000,0.001080,,0.029010,115.071
n192b_adj/N192_rep22,192,1,0,0.4966786958,1,0.042550,0.042550,0.090632,,0.033259,127.756
n192b_adj/N192_rep22,192,1,0,0.6468985696,1,0.000000,0.000000,0.005706,,0.030596,118.227
n192b_adj/N192_rep22,192,1,0,0.7062275609,1,0.048649,0.048649,0.089365,,0.034240,126.078
n192b_adj/N192_rep22,192,1,0,0.8688828083,1,0.000000,0.000000,0.034781,,0.042039,90.481
n192b_adj/N192_rep22,192,1,0,0.8840907977,1,0.000000,0.000000,0.096356,,0.080097,20.580
n192b_adj/N192_rep22,192,1,0,0.9371364298,1,0.052412,0.052412,0.082017,,0.032086,126.948
n192b_adj/N192_rep22,192,1,0,1.062998742,1,0.000000,0.000000,0.067698,,0.046210,82.639
n192b_adj/N192_rep22,192,1,0,1.194684377,1,0.046633,0.046633,0.061755,,0.028543,126.725
n192b_adj/N192_rep22,192,1,0,1.318210451,1,0.000000,0.000000,0.053903,,0.039733,114.721
n192b_adj/N192_rep22,192,1,0,1.485548356,1,0.041943,0.041943,0.047516,,0.033685,126.094
n192b_adj/N192_rep22,192,1,0,1.622971466,1,0.000000,0.000000,0.066301,,0.041480,113.372
n192b_adj/N192_rep22,192,1,0,1.638376384,1,0.000000,0.000000,0.223436,,0.091793,28.284
n192b_adj/N192_rep22,192,1,0,1.755515314,1,0.000024,0.000024,0.000085,,0.044423,73.482
n192b_adj/N192_rep22,192,1,0,1.756567886,1,0.000000,0.000000,0.000895,,0.040888,67.658
n192b_adj/N192_rep22,192,1,0,1.770661038,1,0.000212,0.000212,0.000737,,0.052905,77.639
n192b_adj/N192_rep22,192,1,0,1.775580573,1,0.000000,0.000000,0.002426,,0.051056,70.041
n192b_adj/N192_rep22,192,1,0,1.796105419,1,0.047095,0.047095,0.048565,,0.033791,119.524
n192b_adj/N192_rep22,192,1,0,1.798731578,1,0.000350,0.000350,0.001197,,0.045274,80.214
n192b_adj/N192_rep22,192,1,0,1.807154188,1,0.000000,0.000000,0.004471,,0.049032,73.061
n192b_adj/N192_rep22,192,1,0,1.832899482,1,0.001269,0.001269,0.004248,,0.040718,86.934
n192b_adj/N192_rep22,192,1,0,1.851005661,1,0.000000,0.000000,0.007036,,0.050420,74.218
n192b_adj/N192_rep22,192,1,0,1.880321893,1,0.002319,0.002319,0.007530,,0.039877,97.135
n192b_adj/N192_rep22,192,1,0,1.902142189,1,0.000000,0.000000,0.005555,,0.042902,76.362
n192b_adj/N192_rep22,192,1,0,1.923692681,1,0.000000,0.000000,0.107338,,0.037098,96.983
n192b_adj/N192_rep22,192,1,0,1.936173396,1,0.007104,0.007104,0.022232,,0.037666,110.919
n192b_adj/N192_rep22,192,1,0,1.973090484,1,0.000000,0.000000,0.012460,,0.047882,78.638
n192b_adj/N192_rep22,192,1,0,1.990073761,1,0.014352,0.014352,0.043340,,0.038535,128.722
n192b_adj/N192_rep22,192,1,0,2.036277623,1,0.000000,0.000000,0.004217,,0.045076,75.869
n192b_adj/N192_rep22,192,1,0,2.063516263,1,0.055609,0.055609,0.159876,,0.039063,109.742
n192b_adj/N192_rep22,192,1,0,2.072002308,1,0.160075,0.160075,0.456863,,0.071916,35.434
n192b_adj/N192_rep22,192,1,0,2.10632073,1,0.073299,0.073299,0.094953,,0.042868,88.684
n192b_adj/N192_rep22,192,1,0,2.11931486,1,0.027342,0.027342,0.075696,,0.034404,89.217
n192b_adj/N192_rep22,192,1,0,2.135513949,1,0.000000,0.000000,0.020687,,0.045939,76.043
n192b_adj/N192_rep22,192,1,0,2.185269105,1,0.066777,0.066777,0.176734,,0.051613,92.457
n192b_adj/N192_rep22,192,1,0,2.206743905,1,0.000000,0.000000,0.001310,,0.043204,72.747
n192b_adj/N192_rep22,192,1,0,2.215790938,1,0.000000,0.000000,0.113730,,0.025892,104.110
n192b_adj/N192_rep22,192,1,0,2.30416698,1,0.005599,0.005599,0.013650,,0.044787,75.723
n192b_adj/N192_rep22,192,1,0,2.325706809,1,0.000000,0.000000,0.033872,,0.046426,79.360
n192b_adj/N192_rep22,192,1,0,2.341649816,1,0.040846,0.040846,0.097012,,0.035260,91.324
n192b_adj/N192_rep22,192,1,0,2.398326962,1,0.064759,0.064759,0.079968,,0.028738,103.459
n192b_adj/N192_rep22,192,1,0,2.412856834,1,0.000000,0.000000,0.000874,,0.042248,70.470
n192b_adj/N192_rep22,192,1,0,2.515701006,1,0.011525,0.011525,0.024222,,0.038249,111.466
n192b_adj/N192_rep22,192,1,0,2.529257452,1,0.000000,0.000000,0.053487,,0.045499,80.207
n192b_adj/N192_rep22,192,1,0,2.540612371,1,0.000000,0.000000,0.089424,,0.045850,100.721
n192b_adj/N192_rep22,192,1,0,2.545236686,1,0.025382,0.025382,0.052241,,0.032317,124.361
n192b_adj/N192_rep22,192,1,0,2.594937408,1,0.127206,0.127206,0.249157,,0.048269,50.336
n192b_adj/N192_rep22,192,1,0,2.640502847,1,0.000000,0.000000,0.026794,,0.044713,78.383
n192b_adj/N192_rep22,192,1,0,2.711479802,1,0.017374,0.017374,0.031798,,0.038587,113.411
n192b_adj/N192_rep22,192,1,0,2.747312131,1,0.000000,0.000000,0.064223,,0.033569,89.756
n192b_adj/N192_rep22,192,1,0,2.784599316,1,0.070493,0.070493,0.109671,,0.053955,86.793
n192b_adj/N192_rep22,192,1,0,2.80457295,1,0.028147,0.028147,0.048265,,0.033720,102.681
n192b_adj/N192_rep22,192,1,0,2.843684975,1,0.000000,0.000000,0.068429,,0.047103,102.244
n192b_adj/N192_rep22,192,1,0,2.879993582,1,0.000000,0.000000,0.090527,,0.029964,107.268
n192b_adj/N192_rep22,192,1,0,2.918257813,1,0.010727,0.010727,0.017005,,0.035497,90.796
n192b_adj/N192_rep22,192,1,0,3.015551185,1,0.000000,0.000000,0.039180,,0.036548,92.570
n192b_adj/N192_rep22,192,1,0,3.033086636,1,0.000000,0.000000,0.044624,,0.036652,107.594
n192b_adj/N192_rep22,192,1,0,3.049227344,1,0.047598,0.047598,0.069126,,0.057996,75.395
n192b_adj/N192_rep22,192,1,0,3.093221133,1,0.072038,0.072038,0.113500,,0.046413,95.733
n192b_adj/N192_rep22,192,1,0,3.152601386,1,0.000714,0.000714,0.001000,,0.055107,85.235
n192b_adj/N192_rep22,192,1,0,3.195628705,1,0.000000,0.000000,0.095641,,0.050803,96.868
n192b_adj/N192_rep22,192,1,0,3.227704861,1,0.000000,0.000000,0.023891,,0.042914,110.865
n192b_adj/N192_rep22,192,1,0,3.275482633,1,0.039778,0.039778,0.050218,,0.037976,88.957
n192b_adj/N192_rep22,192,1,0,3.328801894,1,0.000000,0.000000,0.029469,,0.041563,113.600
n192b_adj/N192_rep22,192,1,0,3.330053748,1,0.108481,0.108481,0.194950,,0.038505,61.131
n192b_adj/N192_rep22,192,1,0,3.372363407,1,0.018451,0.018451,0.022137,,0.036932,96.305
n192b_adj/N192_rep22,192,1,0,3.418934367,1,0.000000,0.000000,0.009860,,0.047464,103.514
n192b_adj/N192_rep22,192,1,0,3.500419951,1,0.089878,0.089878,0.104699,,0.029505,82.242
n192b_adj/N192_rep22,192,1,0,3.503697321,1,0.000000,0.000000,0.099175,,0.033664,95.391
n192b_adj/N192_rep22,192,1,0,3.530131992,1,0.000085,0.000085,0.000251,,0.053904,83.837
n192b_adj/N192_rep22,192,1,0,3.569394274,1,0.000000,0.000000,0.070379,,0.071589,30.721
n192b_adj/N192_rep22,192,1,0,3.582418119,1,0.037792,0.037792,0.041173,,0.042557,95.165
n192b_adj/N192_rep22,192,1,0,3.583172095,1,0.000000,0.000000,0.021303,,0.040424,106.146
n192b_adj/N192_rep22,192,1,0,3.650047667,1,0.000000,0.000000,0.034385,,0.047863,98.226
n192b_adj/N192_rep22,192,1,0,3.695675617,1,0.005942,0.005942,0.006296,,0.038927,106.427
n192b_adj/N192_rep22,192,1,0,3.718842094,1,0.000000,0.000000,0.044349,,0.046928,114.072
n192b_adj/N192_rep22,192,1,0,3.749826616,1,0.077738,0.077738,0.122586,,0.040822,82.547
n192b_adj/N192_rep22,192,1,0,3.796257864,1,0.000000,0.000000,0.056275,,0.047068,83.272
n192b_adj/N192_rep22,192,1,0,3.823120529,1,0.002178,0.002178,0.002410,,0.042289,104.276
n192b_adj/N192_rep22,192,1,0,3.834824151,1,0.000000,0.000000,0.059424,,0.041299,102.939
n192b_adj/N192_rep22,192,1,0,3.869577337,1,0.000000,0.000000,0.020554,,0.046045,92.879
n192b_adj/N192_rep22,192,1,0,3.899938944,1,0.032562,0.032562,0.042012,,0.037240,111.822
n192b_adj/N192_rep22,192,1,0,3.906539704,1,0.168552,0.168552,0.474857,,0.071227,36.364
n192b_adj/N192_rep22,192,1,0,3.919673841,1,0.001976,0.001976,0.002045,,0.035972,103.500
n192b_adj/N192_rep22,192,1,0,3.926630662,1,0.000000,0.000000,0.066951,,0.052561,80.476
n192b_adj/N192_rep22,192,1,0,3.96318484,1,0.000000,0.000000,0.025755,,0.037244,108.573
n192b_adj/N192_rep22,192,1,0,3.979605386,1,0.000410,0.000410,0.000522,,0.036098,101.950
n192b_adj/N192_rep22,192,1,0,3.995452152,1,0.000000,0.000000,0.001412,,0.042762,108.022
n192b_adj/N192_rep22,192,1,0,4.004547848,1,0.000000,0.000000,0.001412,,0.042762,108.022
n192b_adj/N192_rep22,192,1,0,4.020394614,1,0.000410,0.000410,0.000522,,0.036098,101.950
n192b_adj/N192_rep22,192,1,0,4.03681516,1,0.000000,0.000000,0.025755,,0.037244,108.573
n192b_adj/N192_rep22,192,1,0,4.073369338,1,0.000000,0.000000,0.066951,,0.052561,80.476
n192b_adj/N192_rep22,192,1,0,4.080326159,1,0.001976,0.001976,0.002045,,0.035972,103.500
n192b_adj/N192_rep22,192,1,0,4.093460296,1,0.168552,0.168552,0.474857,,0.071227,36.364
n192b_adj/N192_rep22,192,1,0,4.100061056,1,0.032562,0.032562,0.042012,,0.037240,111.822
n192b_adj/N192_rep22,192,1,0,4.130422663,1,0.000000,0.000000,0.020554,,0.046045,92.879
n192b_adj/N192_rep22,192,1,0,4.165175849,1,0.000000,0.000000,0.059424,,0.041299,102.939
n192b_adj/N192_rep22,192,1,0,4.176879471,1,0.002178,0.002178,0.002410,,0.042289,104.276
n192b_adj/N192_rep22,192,1,0,4.203742136,1,0.000000,0.000000,0.056275,,0.047068,83.272
n192b_adj/N192_rep22,192,1,0,4.250173384,1,0.077738,0.077738,0.122586,,0.040822,82.547
n192b_adj/N192_rep22,192,1,0,4.281157906,1,0.000000,0.000000,0.044349,,0.046928,114.072
n192b_adj/N192_rep22,192,1,0,4.304324383,1,0.005942,0.005942,0.006296,,0.038927,106.427
n192b_adj/N192_rep22,192,1,0,4.349952333,1,0.000000,0.000000,0.034385,,0.047863,98.226
n192b_adj/N192_rep22,192,1,0,4.416827905,1,0.000000,0.000000,0.021303,,0.040424,106.146
n192b_adj/N192_rep22,192,1,0,4.417581881,1,0.037792,0.037792,0.041173,,0.042557,95.165
n192b_adj/N192_rep22,192,1,0,4.430605726,1,0.000000,0.000000,0.070379,,0.071589,30.721
n192b_adj/N192_rep22,192,1,0,4.469868008,1,0.000085,0.000085,0.000251,,0.053904,83.837
n192b_adj/N192_rep22,192,1,0,4.496302679,1,0.000000,0.000000,0.099175,,0.033664,95.391
n192b_adj/N192_rep22,192,1,0,4.499580049,1,0.089878,0.089878,0.104699,,0.029505,82.242
n192b_adj/N192_rep22,192,1,0,4.581065633,1,0.000000,0.000000,0.009860,,0.047464,103.514
n192b_adj/N192_rep22,192,1,0,4.627636593,1,0.018451,0.018451,0.022137,,0.036932,96.305
n192b_adj/N192_rep22,192,1,0,4.669946252,1,0.108481,0.108481,0.194950,,0.038505,61.131
n192b_adj/N192_rep22,192,1,0,4.671198106,1,0.000000,0.000000,0.029469,,0.041563,113.600
n192b_adj/N192_rep22,192,1,0,4.724517367,1,0.039778,0.039778,0.050218,,0.037976,88.957
n192b_adj/N192_rep22,192,1,0,4.772295139,1,0.000000,0.000000,0.023891,,0.042914,110.865
n192b_adj/N192_rep22,192,1,0,4.804371295,1,0.000000,0.000000,0.095641,,0.050803,96.868
n192b_adj/N192_rep22,192,1,0,4.847398614,1,0.000714,0.000714,0.001000,,0.055107,85.235
n192b_adj/N192_rep22,192,1,0,4.906778867,1,0.072038,0.072038,0.113500,,0.046413,95.733
n192b_adj/N192_rep22,192,1,0,4.950772656,1,0.047598,0.047598,0.069126,,0.057996,75.395
n192b_adj/N192_rep22,192,1,0,4.966913364,1,0.000000,0.000000,0.044624,,0.036652,107.594
n192b_adj/N192_rep22,192,1,0,4.984448815,1,0.000000,0.000000,0.039180,,0.036548,92.570
n192b_adj/N192_rep22,192,1,0,5.081742187,1,0.010727,0.010727,0.017005,,0.035497,90.796
n192b_adj/N192_rep22,192,1,0,5.120006418,1,0.000000,0.000000,0.090527,,0.029964,107.268
n192b_adj/N192_rep22,192,1,0,5.156315025,1,0.000000,0.000000,0.068429,,0.047103,102.244
n192b_adj/N192_rep22,192,1,0,5.19542705,1,0.028147,0.028147,0.048265,,0.033720,102.681
n192b_adj/N192_rep22,192,1,0,5.215400684,1,0.070493,0.070493,0.109671,,0.053955,86.793
n192b_adj/N192_rep22,192,1,0,5.252687869,1,0.000000,0.000000,0.064223,,0.033569,89.756
n192b_adj/N192_rep22,192,1,0,5.288520198,1,0.017374,0.017374,0.031798,,0.038587,113.411
n192b_adj/N192_rep22,192,1,0,5.359497153,1,0.000000,0.000000,0.026794,,0.044713,78.383
n192b_adj/N192_rep22,192,1,0,5.405062592,1,0.127206,0.127206,0.249157,,0.048269,50.336
n192b_adj/N192_rep22,192,1,0,5.454763314,1,0.025382,0.025382,0.052241,,0.032317,124.361
n192b_adj/N192_rep22,192,1,0,5.459387629,1,0.000000,0.000000,0.089424,,0.045850,100.721
n192b_adj/N192_rep22,192,1,0,5.470742548,1,0.000000,0.000000,0.053487,,0.045499,80.207
n192b_adj/N192_rep22,192,1,0,5.484298994,1,0.011525,0.011525,0.024222,,0.038249,111.466
n192b_adj/N192_rep22,192,1,0,5.587143166,1,0.000000,0.000000,0.000874,,0.042248,70.470
n192b_adj/N192_rep22,192,1,0,5.601673038,1,0.064759,0.064759,0.079968,,0.028738,103.459
n192b_adj/N192_rep22,192,1,0,5.658350184,1,0.040846,0.040846,0.097012,,0.035260,91.324
n192b_adj/N192_rep22,192,1,0,5.674293191,1,0.000000,0.000000,0.033872,,0.046426,79.360
n192b_adj/N192_rep22,192,1,0,5.69583302,1,0.005599,0.005599,0.013650,,0.044787,75.723
n192b_adj/N192_rep22,192,1,0,5.784209062,1,0.000000,0.000000,0.113730,,0.025892,104.110
n192b_adj/N192_rep22,192,1,0,5.793256095,1,0.000000,0.000000,0.001310,,0.043204,72.747
n192b_adj/N192_rep22,192,1,0,5.814730895,1,0.066777,0.066777,0.176734,,0.051613,92.457
n192b_adj/N192_rep22,192,1,0,5.864486051,1,0.000000,0.000000,0.020687,,0.045939,76.043
n192b_adj/N192_rep22,192,1,0,5.88068514,1,0.027342,0.027342,0.075696,,0.034404,89.217
n192b_adj/N192_rep22,192,1,0,5.89367927,1,0.073299,0.073299,0.094953,,0.042868,88.684
n192b_adj/N192_rep22,192,1,0,5.927997692,1,0.160075,0.160075,0.456863,,0.071916,35.434
n192b_adj/N192_rep22,192,1,0,5.936483737,1,0.055609,0.055609,0.159876,,0.039063,109.742
n192b_adj/N192_rep22,192,1,0,5.963722377,1,0.000000,0.000000,0.004217,,0.045076,75.869
n192b_adj/N192_rep22,192,1,0,6.009926239,1,0.014352,0.014352,0.043340,,0.038535,128.722
n192b_adj/N192_rep22,192,1,0,6.026909516,1,0.000000,0.000000,0.012460,,0.047882,78.638
n192b_adj/N192_rep22,192,1,0,6.063826604,1,0.007104,0.007104,0.022232,,0.037666,110.919
n192b_adj/N192_rep22,192,1,0,6.076307319,1,0.000000,0.000000,0.107338,,0.037098,96.983
n192b_adj/N192_rep22,192,1,0,6.097857811,1,0.000000,0.000000,0.005555,,0.042902,76.362
n192b_adj/N192_rep22,192,1,0,6.119678107,1,0.002319,0.002319,0.007530,,0.039877,97.135
n192b_adj/N192_rep22,192,1,0,6.148994339,1,0.000000,0.000000,0.007036,,0.050420,74.218
n192b_adj/N192_rep22,192,1,0,6.167100518,1,0.001269,0.001269,0.004248,,0.040718,86.934
n192b_adj/N192_rep22,192,1,0,6.192845812,1,0.000000,0.000000,0.004471,,0.049032,73.061
n192b_adj/N192_rep22,192,1,0,6.201268422,1,0.000350,0.000350,0.001197,,0.045274,80.214
n192b_adj/N192_rep22,192,1,0,6.203894581,1,0.047095,0.047095,0.048565,,0.033791,119.524
n192b_adj/N192_rep22,192,1,0,6.224419427,1,0.000000,0.000000,0.002426,,0.051056,70.041
n192b_adj/N192_rep22,192,1,0,6.229338962,1,0.000212,0.000212,0.000737,,0.052905,77.639
n192b_adj/N192_rep22,192,1,0,6.243432114,1,0.000000,0.000000,0.000895,,0.040888,67.658
n192b_adj/N192_rep22,192,1,0,6.244484686,1,0.000024,0.000024,0.000085,,0.044423,73.482
n192b_adj/N192_rep22,192,1,0,6.361623616,1,0.000000,0.000000,0.223436,,0.091793,28.284
n192b_adj/N192_rep22,192,1,0,6.377028534,1,0.000000,0.000000,0.066301,,0.041480,113.372
n192b_adj/N192_rep22,192,1,0,6.514451644,1,0.041943,0.041943,0.047516,,0.033685,126.094
n192b_adj/N192_rep22,192,1,0,6.681789549,1,0.000000,0.000000,0.053903,,0.039733,114.721
n192b_adj/N192_rep22,192,1,0,6.805315623,1,0.046633,0.046633,0.061755,,0.028543,126.725
n192b_adj/N192_rep22,192,1,0,6.937001258,1,0.000000,0.000000,0.067698,,0.046210,82.639
n192b_adj/N192_rep22,192,1,0,7.06286357,1,0.052412,0.052412,0.082017,,0.032086,126.948
n192b_adj/N192_rep22,192,1,0,7.115909202,1,0.000000,0.000000,0.096356,,0.080097,20.580
n192b_adj/N192_rep22,192,1,0,7.131117192,1,0.000000,0.000000,0.034781,,0.042039,90.481
n192b_adj/N192_rep22,192,1,0,7.293772439,1,0.048649,0.048649,0.089365,,0.034240,126.078
n192b_adj/N192_rep22,192,1,0,7.35310143,1,0.000000,0.000000,0.005706,,0.030596,118.227
n192b_adj/N192_rep22,192,1,0,7.503321304,1,0.042550,0.042550,0.090632,,0.033259,127.756
n192b_adj/N192_rep22,192,1,0,7.572679587,1,0.000000,0.000000,0.001080,,0.029010,115.071
n192b_adj/N192_rep22,192,1,0,7.681812181,1,0.042819,0.042819,0.103376,,0.033783,127.912
n192b_adj/N192_rep22,192,1,0,7.755341219,1,0.000000,0.000000,0.000271,,0.035208,113.456
n192b_adj/N192_rep22,192,1,0,7.820080215,1,0.047982,0.047982,0.127456,,0.036013,128.521
n192b_adj/N192_rep22,192,1,0,7.890101249,1,0.000000,0.000000,0.000073,,0.030292,112.891
n192b_adj/N192_rep22,192,1,0,7.918084753,1,0.049473,0.049473,0.140480,,0.037388,125.931
n192b_adj/N192_rep22,192,1,0,7.972365663,1,0.000000,0.000000,0.000014,,0.034743,112.657
n192b_adj/N192_rep22,192,1,0,7.978870622,1,0.044652,0.044652,0.132079,,0.027539,126.124
n192b_adj/N192_rep22,192,1,0,8,1,0.020833,0.020833,0.062500,,0.020833,192.000
n64_adj/N64_rep25,64,2,0,0.1617982501,1,0.248879,0.124440|0.124440,0.670145,,0.171983,42.634
n64_adj/N64_rep25,64,2,0,0.6230139323,1,0.246466,0.123233|0.123233,0.490176,,0.171066,42.473
n64_adj/N64_rep25,64,2,0,0.704693725,1,0.011998,0.005999|0.005999,0.118186,,0.242396,29.286
n64_adj/N64_rep25,64,2,0,0.7109627166,1,0.001779,0.000890|0.000890,0.058664,,0.186899,28.679
