N,lx,ly,replica,lam,g,seed,sweeps,waiting,phi_final,released,expected,reached,sweep_25,pieces_25,largest_25,converted_25,d0_25,d1_25,d2_25,d3_25,d4_25,d5_25,d6_25,sweep_50,pieces_50,largest_50,converted_50,d0_50,d1_50,d2_50,d3_50,d4_50,d5_50,d6_50,sweep_75,pieces_75,largest_75,converted_75,d0_75,d1_75,d2_75,d3_75,d4_75,d5_75,d6_75
96,24,4,10,1.25,1.5,2603172344,30300,1655,1.0104166666666667,0.6979166666666667,1.0,0.75,1825,3,0.75,16,0,76,16,4,0,0,0,1995,3,0.9,40,0,52,40,4,0,0,0,2425,3,0.9375,64,0,28,64,4,0,0,0
96,24,4,11,1.25,1.5,2026876460,1345,220,1.0,0.8541666666666666,1.0,0.75,270,1,1.0,24,0,72,24,0,0,0,0,365,1,1.0,48,0,48,48,0,0,0,0,440,1,1.0,72,0,24,72,0,0,0,0
96,24,4,12,1.25,1.5,3563908559,940,205,1.0,0.8489583333333333,1.0,0.75,205,1,1.0,40,0,56,40,0,0,0,0,235,1,1.0,52,0,44,52,0,0,0,0,310,1,1.0,72,0,24,72,0,0,0,0
96,24,4,13,1.25,1.5,4232761319,7510,3140,1.0,0.7727430555555556,1.0,0.75,6765,1,1.0,24,0,72,24,0,0,0,0,6795,4,0.85,40,0,52,40,4,0,0,0,6940,4,0.7352941176470589,68,0,22,68,6,0,0,0
96,24,4,14,1.25,1.5,2915137632,5120,310,1.0,0.9722222222222222,1.0,0.75,355,2,0.7142857142857143,28,0,68,28,0,0,0,0,390,2,0.5833333333333334,48,0,48,48,0,0,0,0,485,2,0.5,72,0,24,72,0,0,0,0
96,24,4,15,1.25,1.5,279361111,1725,1160,1.0,0.8440972222222222,1.0,0.75,1180,1,1.0,24,0,72,24,0,0,0,0,1280,1,1.0,52,0,44,52,0,0,0,0,1365,1,1.0,72,0,24,72,0,0,0,0
96,24,4,16,1.25,1.5,2710293997,910,330,1.0,0.85,1.0,0.75,360,1,1.0,24,0,72,24,0,0,0,0,445,1,1.0,48,0,48,48,0,0,0,0,545,1,1.0,72,0,24,72,0,0,0,0
96,24,4,17,1.25,1.5,788861774,1680,355,1.0,0.5171875000000001,1.0,0.75,365,3,0.75,16,0,76,16,4,0,0,0,590,3,0.9,40,0,52,40,4,0,0,0,970,3,0.9375,64,0,28,64,4,0,0,0
96,24,4,18,1.25,1.5,3915096729,19250,425,1.0,0.7916666666666666,1.0,0.75,430,3,0.75,16,0,76,16,4,0,0,0,590,6,0.375,32,0,56,32,8,0,0,0,705,4,0.6923076923076923,52,0,34,52,10,0,0,0
96,24,4,19,1.25,1.5,2414381002,740,235,1.0,0.7951388888888888,1.0,0.75,205,1,1.0,24,0,72,24,0,0,0,0,275,1,1.0,48,0,48,48,0,0,0,0,400,1,1.0,72,0,24,72,0,0,0,0
96,24,4,20,1.25,1.5,1603282790,1215,530,1.0,1.0,1.0,0.75,605,1,1.0,24,0,72,24,0,0,0,0,760,1,1.0,52,0,44,52,0,0,0,0,825,1,1.0,72,0,24,72,0,0,0,0
96,24,4,21,1.25,1.5,3480340961,30300,330,1.0416666666666667,0.8333333333333334,1.0,0.75,335,3,0.75,16,0,76,16,4,0,0,0,585,3,0.9,40,0,52,40,4,0,0,0,730,3,0.9375,64,0,28,64,4,0,0,0
96,24,4,22,1.25,1.5,1637085302,6525,4610,1.0,0.8520833333333333,1.0,0.75,4660,1,1.0,28,0,68,28,0,0,0,0,4700,1,1.0,48,0,48,48,0,0,0,0,4745,1,1.0,68,0,26,68,2,0,0,0
96,24,4,23,1.25,1.5,2813867571,865,205,1.0,0.8531249999999999,1.0,0.75,205,1,1.0,60,0,36,60,0,0,0,0,205,1,1.0,60,0,36,60,0,0,0,0,255,1,1.0,72,0,24,72,0,0,0,0
96,24,4,24,1.25,1.5,3303037889,1675,890,1.0,0.9965277777777778,1.0,0.75,1020,1,1.0,24,0,72,24,0,0,0,0,1170,1,1.0,48,0,48,48,0,0,0,0,1265,1,1.0,72,0,24,72,0,0,0,0
96,24,4,25,1.25,1.5,2560502141,655,205,1.0,0.2190972222222224,1.0,0.75,205,3,0.9473684210526315,57,0,34,57,4,1,0,0,205,3,0.9473684210526315,57,0,34,57,4,1,0,0,220,2,0.96875,64,0,27,64,3,2,0,0
96,24,4,26,1.25,1.5,168804262,1330,570,1.0,0.8531249999999999,1.0,0.75,620,1,1.0,24,0,72,24,0,0,0,0,710,1,1.0,48,0,48,48,0,0,0,0,825,4,0.9166666666666666,72,0,20,72,4,0,0,0
96,24,4,27,1.25,1.5,1317719479,1355,235,1.0,0.8541666666666666,1.0,0.75,205,1,1.0,36,0,60,36,0,0,0,0,245,1,1.0,48,0,48,48,0,0,0,0,425,1,1.0,72,0,24,72,0,0,0,0
96,24,4,28,1.25,1.5,161608661,1260,630,1.0,0.8479166666666667,1.0,0.75,680,1,1.0,24,0,72,24,0,0,0,0,825,1,1.0,48,0,48,48,0,0,0,0,915,1,1.0,80,0,16,80,0,0,0,0
96,24,4,29,1.25,1.5,1800293361,2305,310,1.0,0.8510416666666666,1.0,0.75,1585,1,1.0,24,0,72,24,0,0,0,0,1670,1,1.0,48,0,48,48,0,0,0,0,1795,1,1.0,72,0,24,72,0,0,0,0
