N,lam,g,replica,class_id,S,X,A,p_interchangeable,p_named,f_interchangeable_chain,f_named_chain,f_named_reweighted
18,0.0,10.0,3,4,18,0,72,0.000849746039034456,2.5896050071886772e-05,0.0019,5e-05,0.001624035728786034
18,0.0,10.0,3,5,18,4,8,0.000849746039034456,0.00023306445064698097,0.00195,0.0002,0.0007217936572382372
18,0.0,10.0,3,6,18,6,6,0.000849746039034456,0.0003107526008626413,0.0019,0.0002,0.000541345242928678
18,0.0,10.0,3,7,19,8,1,0.004208819683838979,0.009235006248226658,0.00455,0.0089,0.0040149772183876945
18,0.0,10.0,3,8,19,10,1,0.004208819683838979,0.009235006248226658,0.00385,0.00765,0.0034510759236703213
18,0.0,10.0,3,9,19,9,1,0.004208819683838979,0.009235006248226658,0.0048,0.0093,0.004195425632697253
18,0.0,10.0,3,10,20,11,1,0.020846420362486857,0.04574128538695811,0.02055,0.0445,0.02007488609193847
18,0.0,10.0,3,11,20,10,1,0.020846420362486857,0.04574128538695811,0.01985,0.04555,0.020548563179501066
18,0.0,10.0,3,12,19,7,1,0.004208819683838979,0.009235006248226658,0.00485,0.00925,0.004172869580908558
18,0.0,10.0,3,13,20,10,2,0.020846420362486857,0.022870642693479055,0.02195,0.0241,0.021744033924301895
18,0.0,10.0,3,14,20,10,2,0.020846420362486857,0.022870642693479055,0.0201,0.0218,0.019668877159741964
18,0.0,10.0,3,15,21,14,1,0.10325299598796796,0.22655806965511394,0.09775,0.2165,0.09766770424504898
18,0.0,10.0,3,16,19,8,2,0.004208819683838979,0.004617503124113329,0.0044,0.00465,0.004195425632697253
18,0.0,10.0,3,17,21,13,2,0.10325299598796796,0.11327903482755697,0.11205,0.11655,0.10515631343889568
18,0.0,10.0,3,18,21,12,2,0.10325299598796796,0.11327903482755697,0.10515,0.1152,0.10393828664230616
18,0.0,10.0,3,19,19,9,2,0.004208819683838979,0.004617503124113329,0.00485,0.0041,0.003699192493345966
18,0.0,10.0,3,20,20,11,1,0.020846420362486857,0.04574128538695811,0.02375,0.04725,0.021315468940316693
18,0.0,10.0,3,21,20,12,2,0.020846420362486857,0.022870642693479055,0.0207,0.0237,0.021383137095682778
18,0.0,10.0,3,22,20,12,4,0.020846420362486857,0.011435321346739528,0.0279,0.01075,0.019398204538277623
18,0.0,10.0,3,23,22,16,4,0.5114154370443441,0.2805373662525366,0.49265,0.2878,0.5193305363829117
18,0.0,10.0,3,24,18,8,4,0.000849746039034456,0.00046612890129396194,0.0007,0.00015,0.00027067262146433893
18,0.0,10.0,3,25,18,9,9,0.000849746039034456,0.00020716840057509418,0.00055,0.0002,0.000812017864393017
18,0.0,10.0,4,0,18,0,18,0.000849746039034456,0.00010358420028754709,0.0008,0.00015,0.0012434374136501797
18,0.0,10.0,4,1,18,4,2,0.000849746039034456,0.0009322578025879239,0.0009,0.0007,0.0006447453255963895
18,0.0,10.0,4,2,18,0,12,0.000849746039034456,0.00015537630043132065,0.00045,5e-05,0.0002763194252555955
18,0.0,10.0,4,3,18,2,4,0.000849746039034456,0.00046612890129396194,0.001,0.0006,0.0011052777010223818
18,0.0,10.0,4,4,18,0,72,0.000849746039034456,2.5896050071886772e-05,0.0003,0.0,0.0
18,0.0,10.0,4,5,18,4,8,0.000849746039034456,0.00023306445064698097,0.0005,0.00015,0.0005526388505111909
18,0.0,10.0,4,6,18,6,6,0.000849746039034456,0.0003107526008626413,0.00115,0.0002,0.000552638850511191
18,0.0,10.0,4,7,19,8,1,0.004208819683838979,0.009235006248226658,0.0047,0.0078,0.0035921525283227414
18,0.0,10.0,4,8,19,10,1,0.004208819683838979,0.009235006248226658,0.00505,0.0091,0.004190844616376532
18,0.0,10.0,4,9,19,9,1,0.004208819683838979,0.009235006248226658,0.0045,0.00855,0.003937551809892236
18,0.0,10.0,4,10,20,11,1,0.020846420362486857,0.04574128538695811,0.01985,0.0484,0.022289766970618036
18,0.0,10.0,4,11,20,10,1,0.020846420362486857,0.04574128538695811,0.02105,0.0447,0.020585797181541864
18,0.0,10.0,4,12,19,7,1,0.004208819683838979,0.009235006248226658,0.00475,0.0095,0.004375057566546928
18,0.0,10.0,4,13,20,10,2,0.020846420362486857,0.022870642693479055,0.0217,0.0237,0.021829234595192044
18,0.0,10.0,4,14,20,10,2,0.020846420362486857,0.022870642693479055,0.01835,0.0202,0.018605507967210097
18,0.0,10.0,4,15,21,14,1,0.10325299598796796,0.22655806965511394,0.09955,0.2317,0.10670535138620246
18,0.0,10.0,4,16,19,8,2,0.004208819683838979,0.004617503124113329,0.00375,0.0048,0.004421110804089527
18,0.0,10.0,4,17,21,13,2,0.10325299598796796,0.11327903482755697,0.1043,0.11425,0.10523164778483929
18,0.0,10.0,4,18,21,12,2,0.10325299598796796,0.11327903482755697,0.1022,0.1169,0.10767246937459705
18,0.0,10.0,4,19,19,9,2,0.004208819683838979,0.004617503124113329,0.00455,0.004,0.0036842590034079402
18,0.0,10.0,4,20,20,11,1,0.020846420362486857,0.04574128538695811,0.0179,0.04615,0.021253569125909554
18,0.0,10.0,4,21,20,12,2,0.020846420362486857,0.022870642693479055,0.0195,0.02315,0.02132264898222345
18,0.0,10.0,4,22,20,12,4,0.020846420362486857,0.011435321346739528,0.0185,0.01205,0.022197660495532838
18,0.0,10.0,4,23,22,16,4,0.5114154370443441,0.2805373662525366,0.5231,0.2729,0.5027171410150134
18,0.0,10.0,4,24,18,8,4,0.000849746039034456,0.00046612890129396194,0.00095,0.0001,0.000184212950170397
18,0.0,10.0,4,25,18,9,9,0.000849746039034456,0.00020716840057509418,0.00065,0.0002,0.0008289582757667865
18,0.0,10.0,5,0,18,0,18,0.000849746039034456,0.00010358420028754709,0.0015,0.0001,0.0008265411548616693
18,0.0,10.0,5,1,18,4,2,0.000849746039034456,0.0009322578025879239,0.00085,0.001,0.0009183790609574101
18,0.0,10.0,5,2,18,0,12,0.000849746039034456,0.00015537630043132065,0.00155,0.0,0.0
18,0.0,10.0,5,3,18,2,4,0.000849746039034456,0.00046612890129396194,0.00125,0.00025,0.00045918953047870506
18,0.0,10.0,5,4,18,0,72,0.000849746039034456,2.5896050071886772e-05,0.0015,0.0,0.0
18,0.0,10.0,5,5,18,4,8,0.000849746039034456,0.00023306445064698097,0.0008,0.00055,0.0020204339341063026
18,0.0,10.0,5,6,18,6,6,0.000849746039034456,0.0003107526008626413,0.00045,0.0008,0.0022041097462977845
18,0.0,10.0,5,7,19,8,1,0.004208819683838979,0.009235006248226658,0.00475,0.00955,0.004385260016071633
18,0.0,10.0,5,8,19,10,1,0.004208819683838979,0.009235006248226658,0.00435,0.00915,0.004201584203880152
18,0.0,10.0,5,9,19,9,1,0.004208819683838979,0.009235006248226658,0.0054,0.01005,0.004614854781310986
18,0.0,10.0,5,10,20,11,1,0.020846420362486857,0.04574128538695811,0.02205,0.04485,0.02059465044196992
18,0.0,10.0,5,11,20,10,1,0.020846420362486857,0.04574128538695811,0.0217,0.046,0.021122718402020433
18,0.0,10.0,5,12,19,7,1,0.004208819683838979,0.009235006248226658,0.00445,0.00965,0.004431178969119504
18,0.0,10.0,5,13,20,10,2,0.020846420362486857,0.022870642693479055,0.02335,0.0243,0.022316611181265066
18,0.0,10.0,5,14,20,10,2,0.020846420362486857,0.022870642693479055,0.021,0.0239,0.0219492595568821
18,0.0,10.0,5,15,21,14,1,0.10325299598796796,0.22655806965511394,0.09875,0.22955,0.10540695672138675
18,0.0,10.0,5,16,19,8,2,0.004208819683838979,0.004617503124113329,0.00425,0.00445,0.004086786821260475
18,0.0,10.0,5,17,21,13,2,0.10325299598796796,0.11327903482755697,0.10895,0.11455,0.10520032143267133
18,0.0,10.0,5,18,21,12,2,0.10325299598796796,0.11327903482755697,0.106,0.113,0.10377683388818734
18,0.0,10.0,5,19,19,9,2,0.004208819683838979,0.004617503124113329,0.00365,0.0043,0.003949029962116863
18,0.0,10.0,5,20,20,11,1,0.020846420362486857,0.04574128538695811,0.02105,0.04585,0.02105383997244863
18,0.0,10.0,5,21,20,12,2,0.020846420362486857,0.022870642693479055,0.02235,0.02175,0.01997474457582367
18,0.0,10.0,5,22,20,12,4,0.020846420362486857,0.011435321346739528,0.02195,0.01055,0.019377798186201355
18,0.0,10.0,5,23,22,16,4,0.5114154370443441,0.2805373662525366,0.49565,0.27555,0.5061187004936287
18,0.0,10.0,5,24,18,8,4,0.000849746039034456,0.00046612890129396194,0.0013,0.0001,0.00018367581219148204
18,0.0,10.0,5,25,18,9,9,0.000849746039034456,0.00020716840057509418,0.00115,0.0002,0.0008265411548616693
