N,lx,ly,replica,lam,g,seed,sweeps,waiting,phi_final,released,expected,reached,sweep_25,pieces_25,largest_25,converted_25,d0_25,d1_25,d2_25,d3_25,d4_25,d5_25,d6_25,sweep_50,pieces_50,largest_50,converted_50,d0_50,d1_50,d2_50,d3_50,d4_50,d5_50,d6_50,sweep_75,pieces_75,largest_75,converted_75,d0_75,d1_75,d2_75,d3_75,d4_75,d5_75,d6_75
64,16,4,17,1.25,1.5,1434682916,4395,1230,1.0,0.7703125,1.0,0.75,3985,1,1.0,16,0,48,16,0,0,0,0,4025,1,1.0,40,0,24,40,0,0,0,0,4050,1,1.0,48,0,16,48,0,0,0,0
64,16,4,18,1.25,1.5,296685628,3540,275,1.0,0.43437499999999996,1.0,0.75,2260,1,1.0,16,0,48,16,0,0,0,0,2310,1,1.0,32,0,32,32,0,0,0,0,2350,1,1.0,48,0,16,48,0,0,0,0
64,16,4,19,1.25,1.5,842898421,2655,1160,1.0,0.7434895833333333,1.0,0.75,2310,1,1.0,20,0,44,20,0,0,0,0,2335,4,0.8333333333333334,36,0,24,36,4,0,0,0,2350,2,0.9782608695652174,46,0,13,46,5,0,0,0
64,16,4,20,1.25,1.5,634139678,2015,220,1.0,0.7796875,1.0,0.75,205,1,1.0,48,0,16,48,0,0,0,0,205,1,1.0,48,0,16,48,0,0,0,0,205,1,1.0,48,0,16,48,0,0,0,0
64,16,4,21,1.25,1.5,1274326113,1675,425,1.0,0.7796875,1.0,0.75,1235,1,1.0,16,0,48,16,0,0,0,0,1300,1,1.0,32,0,32,32,0,0,0,0,1340,1,1.0,48,0,16,48,0,0,0,0
64,16,4,22,1.25,1.5,1166237053,4740,990,1.0,0.61484375,1.0,0.75,990,4,0.25,8,0,52,8,4,0,0,0,3750,3,0.8333333333333334,24,0,36,24,4,0,0,0,3835,3,0.9,40,0,20,40,4,0,0,0
64,16,4,23,1.25,1.5,1534432308,3675,3235,1.0,0.7796875,1.0,0.75,3260,1,1.0,16,0,48,16,0,0,0,0,3280,1,1.0,36,0,26,36,2,0,0,0,3300,1,1.0,48,0,16,48,0,0,0,0
64,16,4,24,1.25,1.5,3279214910,835,380,1.0,0.78125,1.0,0.75,395,1,1.0,20,0,44,20,0,0,0,0,415,1,1.0,32,0,32,32,0,0,0,0,470,1,1.0,48,0,16,48,0,0,0,0
64,16,4,25,1.25,1.5,3778774915,1025,575,1.0,0.984375,1.0,0.75,600,1,1.0,16,0,48,16,0,0,0,0,635,1,1.0,32,0,32,32,0,0,0,0,695,1,1.0,52,0,12,52,0,0,0,0
64,16,4,26,1.25,1.5,123009662,510,210,1.0,0.9895833333333334,1.0,0.75,205,1,1.0,56,0,8,56,0,0,0,0,205,1,1.0,56,0,8,56,0,0,0,0,205,1,1.0,56,0,8,56,0,0,0,0
64,16,4,27,1.25,1.5,2670863067,2340,1705,1.0,0.7520833333333333,1.0,0.75,1720,1,1.0,20,0,44,20,0,0,0,0,1775,1,1.0,32,0,32,32,0,0,0,0,1830,1,1.0,48,0,16,48,0,0,0,0
64,16,4,28,1.25,1.5,3147518253,4605,1390,1.0,0.7765625,1.0,0.75,4135,1,1.0,16,0,48,16,0,0,0,0,4175,1,1.0,36,0,28,36,0,0,0,0,4225,1,1.0,48,0,16,48,0,0,0,0
64,16,4,29,1.25,1.5,928888830,2010,1545,1.0,0.7796875,1.0,0.75,1590,1,1.0,16,0,48,16,0,0,0,0,1615,1,1.0,36,0,28,36,0,0,0,0,1645,1,1.0,48,0,16,48,0,0,0,0
