N,lx,ly,replica,lam,g,seed,sweeps,waiting,phi_final,released,expected,released_first_window,ledge_sweeps,settle_sweeps,reached,sweep_25,pieces_25,largest_25,converted_25,d0_25,d1_25,d2_25,d3_25,d4_25,d5_25,d6_25,sweep_50,pieces_50,largest_50,converted_50,d0_50,d1_50,d2_50,d3_50,d4_50,d5_50,d6_50,sweep_75,pieces_75,largest_75,converted_75,d0_75,d1_75,d2_75,d3_75,d4_75,d5_75,d6_75
96,24,4,20,1.25,1.5,2207880282,30650,220,1.0,0.6354166666666667,1.0,0.5694444444444445,2400,30000,0.75,205,4,0.375,16,0,76,16,4,0,0,0,445,3,0.8888888888888888,36,0,54,36,6,0,0,0,540,3,0.6885245901639344,61,0,28,61,6,1,0,0
96,24,4,21,1.25,1.5,1395338601,2020,475,1.0,1.0,1.0,1.0,0,1200,0.75,535,1,1.0,24,0,72,24,0,0,0,0,655,1,1.0,48,0,48,48,0,0,0,0,755,1,1.0,72,0,24,72,0,0,0,0
96,24,4,22,1.25,1.5,440794135,4985,1870,1.0,1.0,1.0,0.9548611111111112,0,1800,0.75,2920,1,1.0,32,0,64,32,0,0,0,0,3005,1,1.0,52,0,44,52,0,0,0,0,3070,1,1.0,72,0,24,72,0,0,0,0
96,24,4,23,1.25,1.5,3407144359,60000,510,1.0416666666666667,0.8333333333333334,1.0,0.8333333333333334,0,30000,0.75,680,3,0.75,16,0,76,16,4,0,0,0,775,3,0.9,40,0,52,40,4,0,0,0,1050,3,0.9375,64,0,28,64,4,0,0,0
96,24,4,24,1.25,1.5,1473033237,15000,550,1.0,1.0,1.0,0.8541666666666666,7800,9000,0.75,4475,1,1.0,24,0,72,24,0,0,0,0,4555,1,1.0,48,0,48,48,0,0,0,0,4580,1,1.0,72,0,24,72,0,0,0,0
96,24,4,25,1.25,1.5,3314947952,4355,865,1.0,1.0,1.0,0.8520833333333333,1800,3000,0.75,935,1,1.0,24,0,72,24,0,0,0,0,1030,1,1.0,48,0,48,48,0,0,0,0,1150,4,0.90625,64,0,28,64,4,0,0,0
96,24,4,26,1.25,1.5,3645720709,30050,560,1.0,1.0,1.0,0.5302083333333334,27000,28800,0.75,565,3,0.75,16,0,76,16,4,0,0,0,925,3,0.65,40,0,52,40,4,0,0,0,1105,3,0.78125,64,0,28,64,4,0,0,0
96,24,4,27,1.25,1.5,913415193,21375,1745,1.0,1.0,1.0,0.8541666666666666,18000,19200,0.75,1790,1,1.0,24,0,72,24,0,0,0,0,1920,1,1.0,48,0,48,48,0,0,0,0,2095,1,1.0,72,0,24,72,0,0,0,0
96,24,4,28,1.25,1.5,752626665,18500,470,1.0,1.0,1.0,0.8479166666666667,12600,13800,0.75,485,5,0.5,16,0,76,16,4,0,0,0,540,4,0.8571428571428571,35,0,55,35,5,1,0,0,730,4,0.90625,64,0,28,64,4,0,0,0
96,24,4,29,1.25,1.5,4057766755,6620,225,1.0,1.0,1.0,0.8541666666666666,4200,6000,0.75,225,1,1.0,28,0,68,28,0,0,0,0,350,1,1.0,48,0,48,48,0,0,0,0,485,1,1.0,72,0,24,72,0,0,0,0
